Origin,FlightsCount,DelayedFlightRate,AvgArrDelay,AvgCarrierDelay,AvgWeatherDelay,AvgNASDelay,AvgSecurityDelay,AvgLateAircraftDelay,CarrierShare,WeatherShare,NASShare,SecurityShare,LateAircraftShare,cluster,pc1,pc2
ADQ,166,0.46987951807228917,3.9698795180722892,0.46987951807228917,0.5662650602409639,0.18072289156626506,0.5060240963855421,1.4578313253012047,0.14772727272727273,0.17803030303030304,0.056818181818181816,0.1590909090909091,0.4583333333333333,,,
AEX,568,0.38028169014084506,7.160777385159011,3.2940140845070425,0.9225352112676056,3.413732394366197,0.3767605633802817,5.316901408450704,0.24722515856236787,0.06923890063424948,0.2562103594080338,0.028276955602537,0.39904862579281186,,,
AGS,813,0.4317343173431734,8.323057953144266,2.1845018450184504,0.8068880688806888,2.7072570725707257,0.0,4.296432964329643,0.21855771597341866,0.08072852571991139,0.2708589712035442,0.0,0.42985478710312575,,,
AKN,69,0.5797101449275363,17.98507462686567,1.5072463768115942,0.0,0.2318840579710145,0.0,8.72463768115942,0.1440443213296399,0.0,0.0221606648199446,0.0,0.8337950138504155,,,
ALB,4072,0.4214145383104126,4.254183070866142,1.455550098231827,0.30844793713163066,1.8651768172888015,0.0,1.9199410609037328,0.2623030624889361,0.05558505930253142,0.3361214374225527,0.0,0.34599044078597985,,,
ALO,78,0.358974358974359,1.2820512820512822,2.2435897435897436,0.7307692307692307,4.102564102564102,0.0,0.6794871794871795,0.2892561983471074,0.09421487603305785,0.5289256198347108,0.0,0.08760330578512397,,,
AMA,1979,0.3724103082364831,4.048101265822785,1.0737746336533602,0.1258211217786761,0.7933299646286003,0.0,2.8989388580090956,0.2195021175498399,0.025720483421134182,0.16217332920152877,0.0,0.5926040698274971,,,
ANC,5934,0.45129760701044824,3.9338409475465315,1.7445230872935624,0.06268958543983821,0.6830131445904954,0.003707448601280755,1.2360970677451972,0.46769675612180356,0.01680672268907563,0.18311195445920303,0.0009939459654829674,0.3313906207644348,3.0,-1.7326776149216787,-1.1681831041778166
ANI,3,0.6666666666666666,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
APF,37,0.4594594594594595,4.675675675675675,0.43243243243243246,0.0,5.27027027027027,0.7567567567567568,0.5945945945945946,0.06130268199233716,0.0,0.7471264367816092,0.10727969348659004,0.0842911877394636,,,
APN,41,0.24390243902439024,2.375,6.975609756097561,0.34146341463414637,0.1951219512195122,0.0,4.390243902439025,0.5860655737704918,0.028688524590163935,0.01639344262295082,0.0,0.36885245901639346,,,
ART,12,0.25,-7.25,9.583333333333334,0.3333333333333333,0.0,0.0,4.583333333333333,0.6609195402298851,0.022988505747126436,0.0,0.0,0.3160919540229885,,,
ASE,646,0.38235294117647056,10.433903576982893,4.970588235294118,1.4179566563467492,3.7863777089783284,0.021671826625386997,7.188854489164087,0.2859050841421067,0.08155996794586412,0.21779004541002583,0.0012465497284302378,0.41349835277357316,,,
ATL,106987,0.4710852720423977,7.446292446292446,2.567620365091086,0.563432940450709,1.7751595988297644,0.0019908960901791808,2.4440165627599617,0.34923060493877384,0.07663439241690737,0.24144537447622147,0.0002707884138155486,0.33241883975428177,5.0,3.413553267861198,-0.730155323651611
ATW,677,0.3249630723781389,7.827178729689808,5.988183161004431,1.5096011816838995,3.293943870014771,0.0,4.456425406203841,0.3927152959411024,0.09900222803448609,0.2160224740869902,0.0,0.2922600019374213,,,
ATY,7,0.42857142857142855,-9.285714285714286,3.2857142857142856,0.0,0.2857142857142857,0.0,0.0,0.92,0.0,0.08,0.0,0.0,,,
AUS,13889,0.39542083663330696,3.9738948582966755,1.4151486788105696,0.24019007847937215,1.4595723234214126,0.005687954496364029,2.2861977104183167,0.26173513549503963,0.04442372994207337,0.2699513948997936,0.0010520007989879487,0.4228377388641055,6.0,-1.1470715831363436,-1.0094387071312556
AVL,1210,0.4305785123966942,7.3507030603804795,1.8892561983471075,0.5272727272727272,3.8206611570247935,0.013223140495867768,4.167768595041323,0.18134221799143266,0.0506108202443281,0.36673012851023323,0.0012692368713311123,0.4000475963826749,,,
AVP,696,0.4281609195402299,3.610951008645533,0.48563218390804597,0.7974137931034483,3.1235632183908044,0.0,1.8175287356321839,0.07802400738688828,0.1281163434903047,0.5018467220683287,0.0,0.2920129270544783,,,
AZA,122,0.38524590163934425,3.553719008264463,2.278688524590164,0.28688524590163933,3.901639344262295,0.0,2.7868852459016393,0.2462356067316209,0.03100088573959256,0.4216120460584588,0.0,0.30115146147032773,,,
AZO,901,0.36847946725860153,2.274749721913237,0.5682574916759157,0.3662597114317425,2.881243063263041,0.0,1.6037735849056605,0.10485357362277288,0.06758140487405284,0.5316403850092156,0.0,0.2959246364939586,,,
BDL,9219,0.4104566655819503,3.5059834638816363,1.124416964963662,0.20848248183100118,1.825686083089272,0.018223234624145785,1.7158043171710597,0.22981931049772752,0.04261168384879725,0.373151535306507,0.0037246425008313935,0.3506928278461368,7.0,-0.8640832060704873,0.06262182562966336
BET,287,0.4634146341463415,7.2229965156794425,1.32404181184669,0.4181184668989547,0.41114982578397213,0.3588850174216028,4.689895470383275,0.18384131591678762,0.05805515239477504,0.057087566521528785,0.049830672472181904,0.6511852926947267,,,
BFF,14,0.2857142857142857,12.642857142857142,0.0,7.642857142857143,4.5,0.0,10.428571428571429,0.0,0.33860759493670883,0.19936708860759494,0.0,0.4620253164556962,,,
BFL,714,0.32072829131652664,4.214586255259467,2.6218487394957983,0.037815126050420166,2.219887955182073,0.0,3.816526610644258,0.30149782573683365,0.004348526332742793,0.2552746013850862,0.0,0.43887904654533744,,,
BFM,3,0.3333333333333333,-6.666666666666667,0.0,0.0,5.333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
BGM,322,0.37888198757763975,0.6987577639751553,1.2857142857142858,0.018633540372670808,1.720496894409938,0.0,0.4409937888198758,0.3709677419354839,0.005376344086021506,0.496415770609319,0.0,0.12724014336917563,,,
BGR,694,0.38472622478386165,7.795355587808418,4.011527377521614,0.6210374639769453,2.6599423631123917,0.0,2.8688760806916425,0.394781622234827,0.061117413499716396,0.26176971072036304,0.0,0.2823312535450936,,,
BHM,5954,0.42290896876049716,5.66919191919192,1.5482028888142425,0.2314410480349345,1.7739334900906953,0.001007725898555593,2.4287873698354048,0.25875087719298245,0.03868070175438597,0.2964771929824561,0.00016842105263157895,0.40592280701754385,1.0,-0.074904746241097,-1.225316545159635
BIL,1342,0.3524590163934426,1.280806572068708,1.540983606557377,0.05663189269746647,0.812220566318927,0.0,1.399403874813711,0.4045383411580595,0.01486697965571205,0.21322378716744914,0.0,0.3673708920187793,,,
BIS,873,0.3344788087056128,2.4052812858783006,2.8579610538373426,0.09851088201603665,1.711340206185567,0.0,1.5383734249713632,0.4605020302694721,0.015873015873015872,0.2757475083056478,0.0,0.24787744555186417,,,
BJI,55,0.2909090909090909,-0.12727272727272726,0.5818181818181818,1.981818181818182,2.0,0.0,3.981818181818182,0.06808510638297872,0.23191489361702128,0.23404255319148937,0.0,0.46595744680851064,,,
BKG,72,0.4166666666666667,3.6805555555555554,0.5694444444444444,2.4027777777777777,1.8888888888888888,0.0,4.319444444444445,0.06202723146747353,0.2617246596066566,0.20574886535552195,0.0,0.47049924357034795,,,
BLI,175,0.34285714285714286,-0.5953757225433526,1.022857142857143,0.21142857142857144,0.5942857142857143,0.0,1.8514285714285714,0.2779503105590062,0.05745341614906832,0.16149068322981366,0.0,0.5031055900621118,,,
BLV,26,0.46153846153846156,4.769230769230769,1.8846153846153846,2.8846153846153846,1.1923076923076923,2.8846153846153846,1.5769230769230769,0.18081180811808117,0.2767527675276753,0.11439114391143912,0.2767527675276753,0.15129151291512916,,,
BMI,616,0.3912337662337662,4.61400651465798,3.147727272727273,0.5048701298701299,3.2045454545454546,0.0,4.314935064935065,0.2817494914269108,0.04519035164196455,0.2868352223190933,0.0,0.3862249346120314,,,
BNA,18591,0.41659942983163895,4.925312769628991,1.3146683879296435,0.18449787531601314,1.5241783658759616,0.002259157656930773,2.7239524501102683,0.2286556272803817,0.032089063523248196,0.2650949574328749,0.0003929273084479371,0.47376742445504727,6.0,-1.2522204695876964,-0.6466585613066878
BOI,4076,0.3680078508341511,4.346948818897638,1.3370951913640825,0.08856722276741903,1.612855740922473,0.0036800785083415115,2.72693817468106,0.23176695726132257,0.015351903040612375,0.27956623431852007,0.0006378907080586859,0.47267701467148626,,,
BOS,36341,0.43865055997358354,6.4547586853941885,1.8309897911449877,0.3469084505104427,2.5585977270851106,0.01994991882446823,2.5988277702870035,0.2489356448607921,0.04716458783829284,0.3478589439501979,0.002712328562129159,0.353328494788588,0.0,1.7563904330838027,1.222200984584649
BPT,149,0.3691275167785235,11.655405405405405,6.3355704697986575,0.37583892617449666,1.8791946308724832,0.0,7.973154362416107,0.3824959481361426,0.022690437601296597,0.11345218800648298,0.0,0.4813614262560778,,,
BQK,206,0.34951456310679613,5.247572815533981,1.1650485436893203,1.912621359223301,4.325242718446602,0.0,3.1019417475728157,0.11090573012939002,0.18207024029574861,0.41173752310536044,0.0,0.29528650646950094,,,
BQN,270,0.4074074074074074,8.278810408921933,3.4555555555555557,0.1111111111111111,1.4962962962962962,0.0,9.448148148148148,0.23813169984686064,0.007656967840735069,0.1031138335885656,0.0,0.6510974987238387,,,
BRD,61,0.3114754098360656,17.868852459016395,3.9344262295081966,0.3770491803278688,1.3442622950819672,0.0,21.672131147540984,0.14397120575884823,0.013797240551889621,0.04919016196760648,0.0,0.7930413917216557,,,
BRO,416,0.3317307692307692,5.88433734939759,4.189903846153846,0.3557692307692308,2.0865384615384617,0.0,4.146634615384615,0.38871543264942016,0.03300624442462088,0.1935771632471008,0.0,0.38470115967885815,,,
BRW,212,0.4481132075471698,7.538461538461538,0.25,0.5849056603773585,0.39622641509433965,0.44339622641509435,4.7924528301886795,0.03865791393143691,0.09044493070751276,0.061269146608315096,0.06856309263311451,0.7410649161196207,,,
BTM,187,0.2887700534759358,-2.9946524064171123,0.1925133689839572,0.48663101604278075,0.17647058823529413,0.0,1.2727272727272727,0.09045226130653267,0.228643216080402,0.0829145728643216,0.0,0.5979899497487438,,,
BTR,2447,0.44176542705353494,7.553593429158111,2.8344912137310994,0.553330608908868,2.0318757662443807,0.0,2.6240294237842257,0.3523853071178174,0.06879032667784382,0.25260376975054616,0.0,0.3262205964537926,,,
BTV,1673,0.4219964136282128,9.605026929982047,2.781231320980275,0.6557083084279737,4.290496114763897,0.00657501494321578,3.397489539748954,0.24985233313644417,0.05890565429844816,0.3854373624013317,0.0005906674542232723,0.3052139827095527,,,
BUF,7401,0.42048371841643023,5.163983222838588,1.2891501148493447,0.28239427104445347,2.429671665991082,0.0037832725307390892,2.3446831509255506,0.2030259182023237,0.04447376260799251,0.3826445929267566,0.0005958207430735838,0.3692599055198536,1.0,0.5703002860608927,-1.5147035209166992
BUR,8844,0.39676616915422885,4.813718820861678,0.899932157394844,0.09961555857078246,1.1292401628222524,0.004975124378109453,2.47037539574853,0.19546157813305828,0.021636091259608536,0.2452663375819642,0.0010805766349861244,0.5365554163903828,6.0,-2.887072209584503,-0.17424358455769293
BWI,28597,0.4311291394202189,6.062147486424943,1.9301675000874217,0.2619155855509319,1.639682484176662,0.018918068328845683,2.809980067839284,0.28978606116288225,0.03932274576716104,0.24617403858774117,0.002840267751673448,0.4218768867305421,4.0,0.18280751282326058,1.8862820968231886
BZN,1275,0.36705882352941177,1.4025157232704402,1.316078431372549,0.07294117647058823,1.247843137254902,0.011764705882352941,2.0509803921568626,0.2800400534045394,0.015520694259012017,0.26552069425901204,0.0025033377837116156,0.436415220293725,,,
CAE,2403,0.455264253017062,7.883555926544241,3.059508947149397,0.3503953391593841,1.7037037037037037,0.0,3.2421972534332086,0.36615369291299366,0.04193435928084068,0.20389461626575028,0.0,0.38801733154041534,,,
CAK,1619,0.3823347745521927,7.6230626162430255,3.177269919703521,1.9549104385423102,3.767140210006177,0.0,3.936998147004324,0.24752189394668464,0.1522952555095756,0.29347512270233855,0.0,0.3067077278414012,,,
CCR,49,0.30612244897959184,1.7551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
CDC,116,0.23275862068965517,-1.6637931034482758,2.2586206896551726,0.0,0.5775862068965517,0.0,2.6120689655172415,0.41455696202531644,0.0,0.1060126582278481,0.0,0.47943037974683544,,,
CDV,242,0.4132231404958678,2.763485477178423,0.71900826446281,0.0,0.30991735537190085,0.045454545454545456,3.7768595041322315,0.14821124361158433,0.0,0.06388415672913117,0.009369676320272573,0.778534923339012,,,
CEC,104,0.41346153846153844,15.60576923076923,0.0,0.3173076923076923,11.192307692307692,0.0,10.038461538461538,0.0,0.014725568942436412,0.5194109772423026,0.0,0.46586345381526106,,,
CGI,12,0.3333333333333333,27.583333333333332,0.0,0.0,2.0833333333333335,0.0,38.333333333333336,0.0,0.0,0.05154639175257732,0.0,0.9484536082474226,,,
CHA,1291,0.40975987606506586,5.712179984484096,2.3872966692486446,0.8776142525174283,2.6072811773818745,0.000774593338497289,3.0364058869093724,0.2679533994087985,0.09850460789427926,0.29264475743348983,8.69414014953921e-05,0.34081029386193706,,,
CHO,493,0.385395537525355,7.401622718052739,4.578093306288032,0.24949290060851928,3.342799188640974,0.0,5.113590263691684,0.3446327683615819,0.018781493357764543,0.25164147198045506,0.0,0.3849442663001985,,,
CHS,4064,0.4077263779527559,4.712873733629849,1.577017716535433,0.2876476377952756,2.736466535433071,0.0,2.465551181102362,0.22316236637765938,0.04070475991503882,0.38723493157839756,0.0,0.34889794212890424,,,
CIC,138,0.34057971014492755,7.739130434782608,3.4927536231884058,0.0,5.7101449275362315,0.0,2.391304347826087,0.30125,0.0,0.4925,0.0,0.20625,,,
CID,2086,0.37679769894535,5.89375,2.12176414189837,0.5546500479386386,2.309683604985618,0.004314477468839885,3.361457334611697,0.2540466077373436,0.06641028584548272,0.27654689473080013,0.0005165882217885433,0.402479623464585,,,
CIU,45,0.4222222222222222,27.795454545454547,1.0,25.08888888888889,1.2666666666666666,0.0,6.488888888888889,0.02954694681549573,0.7413000656598818,0.03742613263296126,0.0,0.1917268548916612,,,
CKB,19,0.3157894736842105,10.473684210526315,0.0,14.526315789473685,6.0,0.0,1.368421052631579,0.0,0.6634615384615384,0.27403846153846156,0.0,0.0625,,,
CLD,292,0.3904109589041096,4.178082191780822,0.9691780821917808,0.5273972602739726,1.13013698630137,0.0,4.934931506849315,0.12817028985507245,0.06974637681159421,0.14945652173913043,0.0,0.6526268115942029,,,
CLE,19517,0.4174309576266844,5.195869933734011,1.4275759594199928,0.25331762053594303,1.9992314392580828,0.005123738279448686,1.7325408618127787,0.2634978579332129,0.04675663662414057,0.36901237953829713,0.0009457248508119048,0.3197874010535375,1.0,0.4337675480406444,-1.8142696087295902
CLL,415,0.30843373493975906,0.22409638554216868,0.6289156626506024,1.4987951807228916,0.8626506024096385,0.0,3.503614457831325,0.09684601113172542,0.23079777365491652,0.13283858998144712,0.0,0.5395176252319109,,,
CLT,42452,0.47338170168661076,7.176653843430648,2.0420003768962594,0.30959672100254404,1.9541835484782815,0.021506642796570243,2.19275888061811,0.31318802409055274,0.047483823417838134,0.29971928075176396,0.0032985414882816875,0.3363103302515635,0.0,1.8458297141308815,1.8199626962556494
CMH,11291,0.42697723850854663,6.1590162478913255,1.3757860242671154,0.19723673722433796,1.9773270746612346,0.0018598884066955983,2.31945797537862,0.23430924476220644,0.03359126355642035,0.33675731933571657,0.0003167564143173899,0.3950254159313393,1.0,0.022093525876084867,-1.2186051626415677
CMI,475,0.3494736842105263,5.486315789473684,4.555789473684211,0.4842105263157895,3.248421052631579,0.0,1.5073684210526315,0.4650762948635289,0.04943047496238986,0.33161401246507627,0.0,0.15387921770900495,,,
CMX,88,0.2727272727272727,9.045454545454545,3.8181818181818183,2.397727272727273,2.0454545454545454,0.0,9.931818181818182,0.2098688319800125,0.13179262960649593,0.11242973141786383,0.0,0.5459088069956277,,,
CNY,11,0.45454545454545453,50.36363636363637,0.0,1.5454545454545454,12.0,0.0,45.72727272727273,0.0,0.02607361963190184,0.20245398773006135,0.0,0.7714723926380368,,,
COD,178,0.33707865168539325,-0.25842696629213485,0.9831460674157303,1.0224719101123596,2.0168539325842696,0.0449438202247191,3.2191011235955056,0.13492675404780263,0.14032382420971473,0.27679259830377795,0.006168080185042405,0.4417887432536623,,,
COS,3855,0.43605706874189365,6.5695347023654795,2.730998702983139,0.7011673151750972,1.6070038910505837,0.010635538261997406,1.7797665369649804,0.39987845639623215,0.10266636280765724,0.23530082041932543,0.0015572774232756,0.2605970829535096,,,
COU,94,0.39361702127659576,0.5806451612903226,0.8829787234042553,0.0,3.4680851063829787,0.0,3.5,0.11246612466124661,0.0,0.44173441734417346,0.0,0.44579945799457993,,,
CPR,494,0.3724696356275304,0.6997971602434077,0.8360323886639676,1.3218623481781377,0.7773279352226721,0.0,2.617408906882591,0.15056507473569086,0.23806051768137076,0.13999270871308786,0.0,0.47138169886985054,,,
CRP,1934,0.3862461220268873,4.336623376623376,0.7916235780765254,0.27352637021716647,1.0977249224405377,0.001034126163391934,2.934850051706308,0.15525808741506947,0.05364567488084373,0.21529256667680763,0.00020281918669506134,0.5756008518405841,,,
CRW,1014,0.4240631163708087,3.8500986193293887,2.1291913214990137,0.2465483234714004,2.1429980276134124,0.0039447731755424065,2.5335305719921104,0.30174703004891684,0.03494060097833683,0.3037037037037037,0.0005590496156533892,0.3590496156533892,,,
CSG,337,0.4629080118694362,5.629080118694362,3.192878338278932,0.5014836795252225,1.9020771513353116,0.0,2.857566765578635,0.3776763776763777,0.05931905931905932,0.22499122499122498,0.0,0.338013338013338,,,
CVG,23347,0.4783912279950315,6.550733968580994,1.8422495395554033,0.5082880027412515,1.7821133336188804,0.009037563712682571,1.203623591896175,0.3446477078775932,0.0950904268532096,0.33339743743839995,0.0016907457711323188,0.2251736820596649,5.0,3.390957286486001,-1.542816587074521
CWA,317,0.35331230283911674,5.094936708860759,1.6876971608832807,0.4227129337539432,4.435331230283912,0.0,4.899053627760252,0.14746416758544653,0.03693495038588754,0.3875413450937156,0.0,0.4280595369349504,,,
CYS,10,0.1,101.3,115.4,0.0,0.0,0.0,0.3,0.9974070872947277,0.0,0.0,0.0,0.0025929127052722557,,,
DAB,1107,0.4706413730803975,5.554347826086956,1.3116531165311653,0.3974706413730804,1.7145438121047878,0.0,1.2240289069557362,0.28221574344023326,0.08551992225461613,0.3689018464528669,0.0,0.2633624878522838,,,
DAL,15951,0.44373393517647797,6.831732278520751,1.7555639144881199,0.22920193091342236,0.8493511378596953,0.013102626794558335,3.0443859319164943,0.29797716462538704,0.03890313587367122,0.14416293348372475,0.0022239484129095415,0.5167328176043074,4.0,-0.8392108671541674,2.1840260089715953
DAY,5184,0.44849537037037035,5.933513722458446,1.3883101851851851,0.1566358024691358,1.7451774691358024,0.0,1.8167438271604939,0.2718516280123895,0.030671602326811213,0.3417315101609126,0.0,0.35574525949988667,1.0,0.017498175428951736,-1.8133398802142857
DBQ,182,0.3241758241758242,6.78021978021978,0.8956043956043956,0.510989010989011,4.862637362637362,0.0,5.604395604395604,0.07542804257288292,0.043035631652012955,0.4095326237852846,0.0,0.4720037019898195,,,
DCA,28212,0.4048277328796257,4.55878383178234,1.2831419254218064,0.3971359705090033,2.03842336594357,0.0076563164610803916,2.425209130866298,0.2085878258464517,0.06455850830894047,0.3313665383640261,0.0012446124415147395,0.394242515039067,1.0,0.4468870740155322,-1.0767606039800626
DEN,60151,0.4568336353510332,7.606777344401107,2.327276354507822,0.30421771874116804,1.7016009708899271,0.0066499310069658025,3.189672657146182,0.30909114996180187,0.04040388428401729,0.22599370283195924,0.0008831932736000283,0.42362806964862154,4.0,1.3767803304055775,0.9769407957061365
DET,257,0.4980544747081712,4.8515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
DFW,87039,0.47883132848493204,8.168539584580666,2.2824825652868252,0.607371408219304,1.526717908064201,0.0034352416732729004,2.2219349946575675,0.34364686183204524,0.09144485113508202,0.22986016453673017,0.0005172043977941838,0.3345309180983484,5.0,3.6273902320875875,-0.6773125964877711
DHN,228,0.40789473684210525,8.342105263157896,3.7017543859649122,0.40350877192982454,4.1798245614035086,0.0,5.258771929824562,0.27331606217616583,0.029792746113989636,0.3086139896373057,0.0,0.38827720207253885,,,
DIK,31,0.3870967741935484,6.612903225806452,0.45161290322580644,0.0,8.67741935483871,0.0,4.645161290322581,0.03278688524590164,0.0,0.629976580796253,0.0,0.3372365339578454,,,
DLG,50,0.48,12.408163265306122,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
DLH,619,0.3570274636510501,4.416801292407108,2.5977382875605817,0.5234248788368336,1.7463651050080775,0.022617124394184167,1.7382875605815833,0.39190835973677796,0.07896660979770899,0.2634657567633439,0.003412137460394833,0.2622471362417743,,,
DRO,480,0.38125,5.250521920668058,3.1729166666666666,1.4645833333333333,1.5333333333333334,0.0,3.497916666666667,0.328162034044387,0.15147597500538676,0.158586511527688,0.0,0.36177547942253824,,,
DRT,10,0.3,-9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
DSM,3613,0.3910877387212843,5.614872364039956,2.3501245502352615,0.4088015499584833,2.1837807915859395,0.0013838915029061722,2.6368668696374202,0.3100036509675064,0.05392479006936838,0.28806133625410735,0.00018254837531945966,0.34782767433369843,,,
DTW,45226,0.45350019900057487,7.045751778866403,2.404457612877548,0.4665015698934241,1.938110821209039,0.005527793746959713,1.4701499137664176,0.3825861789933646,0.07422757305600315,0.3083832335329341,0.0008795569847379272,0.23392345743296017,5.0,3.245144122061824,-1.6102091489373638
DUT,66,0.7424242424242424,14.507692307692308,0.48484848484848486,0.0,0.0,0.0,0.4090909090909091,0.5423728813559322,0.0,0.0,0.0,0.4576271186440678,,,
DVL,24,0.3333333333333333,46.708333333333336,44.791666666666664,0.0,1.4583333333333333,0.0,10.833333333333334,0.7846715328467153,0.0,0.025547445255474453,0.0,0.1897810218978102,,,
EAR,9,0.0,-12.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
EAU,101,0.31683168316831684,1.9504950495049505,3.485148514851485,0.0,2.4158415841584158,0.0,4.128712871287129,0.3474827245804541,0.0,0.24086870681145114,0.0,0.4116485686080948,,,
ECP,536,0.2966417910447761,4.121495327102804,1.6361940298507462,0.5578358208955224,2.2667910447761193,0.0,6.365671641791045,0.15112872652076512,0.051525073237980355,0.20937446148543856,0.0,0.587971738755816,,,
EFD,44,0.45454545454545453,5.659090909090909,0.0,3.5454545454545454,0.6136363636363636,0.0,0.0,0.0,0.8524590163934426,0.14754098360655737,0.0,0.0,,,
EGE,484,0.4214876033057851,15.731808731808732,5.737603305785124,0.7768595041322314,2.665289256198347,0.012396694214876033,7.483471074380165,0.34407136662123655,0.0465865444182877,0.15983149547763598,0.0007434023045471441,0.44876719117829267,,,
EKO,246,0.2886178861788618,-1.024390243902439,1.7113821138211383,0.3617886178861789,0.8983739837398373,0.0,2.2357723577235773,0.3286494925839188,0.06947697111631537,0.1725214676034348,0.0,0.42935206869633097,,,
ELM,393,0.44529262086513993,5.135204081632653,2.035623409669211,0.24427480916030533,1.7735368956743003,0.02544529262086514,1.786259541984733,0.3470715835140998,0.041648590021691974,0.3023861171366594,0.004338394793926247,0.30455531453362256,,,
ELP,7212,0.41486411536328344,4.783569641367807,1.2366888519134775,0.13616195230171935,0.7579034941763727,0.0,2.066833056017748,0.29461896739669013,0.03243814620288706,0.18055693191953226,0.0,0.49238595448089056,6.0,-2.341901512364149,-1.1145925860620236
ERI,380,0.44473684210526315,2.757255936675462,0.36578947368421055,0.15,1.0394736842105263,0.0,1.855263157894737,0.10725308641975309,0.04398148148148148,0.30478395061728397,0.0,0.5439814814814815,,,
ESC,47,0.19148936170212766,-2.106382978723404,1.2553191489361701,2.6595744680851063,1.5319148936170213,0.0,3.0638297872340425,0.1475,0.3125,0.18,0.0,0.36,,,
EUG,1271,0.3831628638867034,6.7937007874015745,2.162077104642014,0.21400472069236823,2.5633359559402047,0.0,2.8253343823760817,0.27844766440368834,0.027561049751747897,0.3301246326882156,0.0,0.36386665315634814,,,
EVV,942,0.386411889596603,5.218550106609808,2.5286624203821657,0.8131634819532909,3.1082802547770703,0.0,3.554140127388535,0.2527589134125637,0.08128183361629882,0.31069609507640067,0.0,0.35526315789473684,,,
EWN,144,0.3472222222222222,10.72027972027972,8.479166666666666,0.2986111111111111,1.4930555555555556,0.0,8.625,0.4487320837927233,0.015803013597941933,0.07901506798970967,0.0,0.4564498346196251,,,
EWR,40510,0.4682547519131079,9.575162751553256,2.276376203406566,0.3874352011848926,2.714416193532461,0.019550728215255494,3.853961984695137,0.24604843271396096,0.04187700780174392,0.2933951994194051,0.00211319465938077,0.4165661654055092,0.0,3.1229474350870596,3.0009736014941817
EYW,490,0.3306122448979592,2.489795918367347,3.230612244897959,0.5061224489795918,1.5877551020408163,0.0,2.0040816326530613,0.44082428292954606,0.06906154274575327,0.21665274296853243,0.0,0.2734614313561682,,,
FAI,1495,0.44214046822742475,4.508032128514056,1.4729096989966555,0.21739130434782608,0.41204013377926424,0.08428093645484949,2.357190635451505,0.3241572206683351,0.04784336817311939,0.09068158398351243,0.018548505814809362,0.5187693213602238,,,
